rank,package_name,version,declared_license,root_classification,total_dependencies,is_tainted,conflicting_copyleft_deps_count,conflicts_summary
1,symfony/deprecation-contracts,v3.7.1,MIT,PERMISSIVE,0,NO,0,
2,symfony/polyfill-mbstring,v1.38.2,MIT,PERMISSIVE,0,NO,0,
3,guzzlehttp/psr7,3.1.0,MIT,PERMISSIVE,4,NO,0,
4,psr/http-message,2.0,MIT,PERMISSIVE,0,NO,0,
5,symfony/console,v8.1.5,MIT,PERMISSIVE,9,NO,0,
6,psr/log,3.0.2,MIT,PERMISSIVE,0,NO,0,
7,symfony/polyfill-intl-normalizer,v1.42.0,MIT,PERMISSIVE,0,NO,0,
8,psr/container,2.0.2,MIT,PERMISSIVE,0,NO,0,
9,guzzlehttp/promises,3.0.2,MIT,PERMISSIVE,0,NO,0,
10,guzzlehttp/guzzle,8.1.0,MIT,PERMISSIVE,7,NO,0,
11,symfony/service-contracts,v3.7.1,MIT,PERMISSIVE,2,NO,0,
12,psr/http-factory,1.1.0,MIT,PERMISSIVE,1,NO,0,
13,symfony/polyfill-php80,v1.37.0,MIT,PERMISSIVE,0,NO,0,
14,symfony/finder,v8.1.5,MIT,PERMISSIVE,0,NO,0,
15,symfony/polyfill-ctype,v1.37.0,MIT,PERMISSIVE,0,NO,0,
16,symfony/string,v8.1.2,MIT,PERMISSIVE,4,NO,0,
17,symfony/process,v8.1.5,MIT,PERMISSIVE,0,NO,0,
18,nikic/php-parser,v5.8.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
19,symfony/polyfill-intl-grapheme,v1.41.0,MIT,PERMISSIVE,0,NO,0,
20,symfony/event-dispatcher,v8.1.5,MIT,PERMISSIVE,3,NO,0,
21,ralouphie/getallheaders,3.0.3,MIT,PERMISSIVE,0,NO,0,
22,psr/http-client,1.0.3,MIT,PERMISSIVE,1,NO,0,
23,symfony/event-dispatcher-contracts,v3.7.1,MIT,PERMISSIVE,1,NO,0,
24,symfony/var-dumper,v8.1.5,MIT,PERMISSIVE,1,NO,0,
25,symfony/http-foundation,v8.1.5,MIT,PERMISSIVE,2,NO,0,
26,monolog/monolog,3.10.0,MIT,PERMISSIVE,1,NO,0,
27,symfony/polyfill-intl-idn,v1.42.0,MIT,PERMISSIVE,1,NO,0,
28,psr/event-dispatcher,1.0.0,MIT,PERMISSIVE,0,NO,0,
29,symfony/translation-contracts,v3.7.1,MIT,PERMISSIVE,0,NO,0,
30,symfony/mime,v8.1.5,MIT,PERMISSIVE,3,NO,0,
31,doctrine/lexer,3.0.1,MIT,PERMISSIVE,0,NO,0,
32,symfony/translation,v8.1.5,MIT,PERMISSIVE,2,NO,0,
33,symfony/http-kernel,v8.1.5,MIT,PERMISSIVE,11,NO,0,
34,symfony/error-handler,v8.1.5,MIT,PERMISSIVE,4,NO,0,
35,psr/clock,1.0.0,MIT,PERMISSIVE,0,NO,0,
36,symfony/routing,v8.1.5,MIT,PERMISSIVE,1,NO,0,
37,psr/simple-cache,3.0.0,MIT,PERMISSIVE,0,NO,0,
38,myclabs/deep-copy,1.14.0,MIT,PERMISSIVE,0,NO,0,
39,ramsey/uuid,4.9.3,MIT,PERMISSIVE,2,NO,0,
40,sebastian/diff,9.0.1,BSD-3-Clause,PERMISSIVE,0,NO,0,
41,brick/math,0.20.0,MIT,PERMISSIVE,0,NO,0,
42,doctrine/inflector,2.1.0,MIT,PERMISSIVE,0,NO,0,
43,phpunit/phpunit,13.3.2,BSD-3-Clause,PERMISSIVE,26,NO,0,
44,symfony/css-selector,v8.1.5,MIT,PERMISSIVE,0,NO,0,
45,egulias/email-validator,4.0.4,MIT,PERMISSIVE,3,NO,0,
46,sebastian/exporter,8.2.1,BSD-3-Clause,PERMISSIVE,1,NO,0,
47,phpunit/php-file-iterator,7.0.2,BSD-3-Clause,PERMISSIVE,0,NO,0,
48,sebastian/recursion-context,8.0.1,BSD-3-Clause,PERMISSIVE,0,NO,0,
49,sebastian/comparator,8.4.0,BSD-3-Clause,PERMISSIVE,3,NO,0,
50,phpunit/php-code-coverage,14.3.1,BSD-3-Clause,PERMISSIVE,8,NO,0,
51,sebastian/global-state,9.0.1,BSD-3-Clause,PERMISSIVE,2,NO,0,
52,sebastian/environment,9.3.2,BSD-3-Clause,PERMISSIVE,0,NO,0,
53,sebastian/version,7.0.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
54,phpunit/php-timer,9.0.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
55,phpunit/php-text-template,6.0.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
56,ramsey/collection,2.1.1,MIT,PERMISSIVE,0,NO,0,
57,sebastian/object-enumerator,8.1.0,BSD-3-Clause,PERMISSIVE,1,NO,0,
58,theseer/tokenizer,2.0.1,BSD-3-Clause,PERMISSIVE,0,NO,0,
59,sebastian/object-reflector,6.1.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
60,symfony/mailer,v8.1.5,MIT,PERMISSIVE,13,NO,0,
61,sebastian/type,7.0.2,BSD-3-Clause,PERMISSIVE,0,NO,0,
62,phar-io/version,3.2.1,BSD-3-Clause,PERMISSIVE,0,NO,0,
63,phar-io/manifest,2.0.4,BSD-3-Clause,PERMISSIVE,1,NO,0,
64,symfony/filesystem,v8.1.5,MIT,PERMISSIVE,3,NO,0,
65,symfony/yaml,v8.1.5,MIT,PERMISSIVE,1,NO,0,
66,sebastian/cli-parser,5.0.1,BSD-3-Clause,PERMISSIVE,0,NO,0,
67,sebastian/lines-of-code,5.0.2,BSD-3-Clause,PERMISSIVE,1,NO,0,
68,phpunit/php-invoker,7.0.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
69,sebastian/complexity,6.0.0,BSD-3-Clause,PERMISSIVE,1,NO,0,
70,league/flysystem,3.35.3,MIT,PERMISSIVE,2,NO,0,
71,nesbot/carbon,3.13.2,MIT,PERMISSIVE,6,NO,0,
72,league/mime-type-detection,1.17.0,MIT,PERMISSIVE,0,NO,0,
73,symfony/polyfill-php84,v1.38.1,MIT,PERMISSIVE,0,NO,0,
74,vlucas/phpdotenv,v5.7.0,BSD-3-Clause,PERMISSIVE,5,NO,0,
75,phpoption/phpoption,1.10.0,Apache-2.0,PERMISSIVE,0,NO,0,
76,symfony/polyfill-php85,v1.41.0,MIT,PERMISSIVE,0,NO,0,
77,symfony/polyfill-php83,v1.41.0,MIT,PERMISSIVE,0,NO,0,
78,symfony/clock,v8.1.0,MIT,PERMISSIVE,1,NO,0,
79,symfony/uid,v8.1.5,MIT,PERMISSIVE,1,NO,0,
80,doctrine/deprecations,1.1.6,MIT,PERMISSIVE,0,NO,0,
81,carbonphp/carbon-doctrine-types,3.2.0,MIT,PERMISSIVE,0,NO,0,
82,graham-campbell/result-type,v1.2.0,MIT,PERMISSIVE,1,NO,0,
83,symfony/polyfill-uuid,v1.37.0,MIT,PERMISSIVE,0,NO,0,
84,dragonmantank/cron-expression,v3.6.0,MIT,PERMISSIVE,0,NO,0,
85,league/flysystem-local,3.35.3,MIT,PERMISSIVE,2,NO,0,
86,psr/cache,3.0.0,MIT,PERMISSIVE,0,NO,0,
87,nette/utils,v4.1.5,"BSD-3-Clause, GPL-2.0-only, GPL-3.0-only",PERMISSIVE,0,NO,0,
88,laravel/serializable-closure,v2.0.16,MIT,PERMISSIVE,0,NO,0,
89,psy/psysh,v0.12.24,MIT,PERMISSIVE,12,NO,0,
90,league/uri-interfaces,7.8.1,MIT,PERMISSIVE,1,NO,0,
91,league/uri,7.8.1,MIT,PERMISSIVE,3,NO,0,
92,voku/portable-ascii,2.1.1,MIT,PERMISSIVE,0,NO,0,
93,league/commonmark,2.10.0,BSD-3-Clause,PERMISSIVE,7,NO,0,
94,dflydev/dot-access-data,v3.0.3,MIT,PERMISSIVE,0,NO,0,
95,webmozart/assert,2.4.1,MIT,PERMISSIVE,0,NO,0,
96,nette/schema,v1.3.6,"BSD-3-Clause, GPL-2.0-only, GPL-3.0-only",PERMISSIVE,1,NO,0,
97,tijsverkoyen/css-to-inline-styles,v2.4.0,BSD-3-Clause,PERMISSIVE,1,NO,0,
98,composer/pcre,3.4.0,MIT,PERMISSIVE,0,NO,0,
99,laravel/framework,v13.29.0,MIT,PERMISSIVE,70,NO,0,
100,laravel/prompts,v0.3.24,MIT,PERMISSIVE,10,NO,0,
101,league/config,v1.2.0,BSD-3-Clause,PERMISSIVE,3,NO,0,
102,guzzlehttp/uri-template,v2.0.1,MIT,PERMISSIVE,1,NO,0,
103,paragonie/constant_time_encoding,v3.1.3,MIT,PERMISSIVE,0,NO,0,
104,composer/semver,3.4.4,MIT,PERMISSIVE,0,NO,0,
105,phpstan/phpdoc-parser,2.3.3,MIT,PERMISSIVE,0,NO,0,
106,nunomaduro/termwind,v2.4.0,MIT,PERMISSIVE,10,NO,0,
107,laravel/tinker,v3.0.2,MIT,PERMISSIVE,25,NO,0,
108,fruitcake/php-cors,v1.4.0,MIT,PERMISSIVE,3,NO,0,
109,firebase/php-jwt,v7.1.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
110,sebastian/code-unit-reverse-lookup,4.0.1,BSD-3-Clause,PERMISSIVE,0,NO,0,
111,mtdowling/jmespath.php,2.9.2,MIT,PERMISSIVE,1,NO,0,
112,aws/aws-sdk-php,3.394.3,Apache-2.0,PERMISSIVE,14,NO,0,
113,fakerphp/faker,v1.24.1,MIT,PERMISSIVE,2,NO,0,
114,symfony/options-resolver,v8.1.0,MIT,PERMISSIVE,1,NO,0,
115,phpdocumentor/type-resolver,2.0.0,MIT,PERMISSIVE,3,NO,0,
116,paragonie/random_compat,v9.99.100,MIT,PERMISSIVE,0,NO,0,
117,mockery/mockery,1.6.15,BSD-3-Clause,PERMISSIVE,1,NO,0,
118,sebastian/code-unit,3.0.3,BSD-3-Clause,PERMISSIVE,0,NO,0,
119,phpdocumentor/reflection-common,2.2.0,MIT,PERMISSIVE,0,NO,0,
120,hamcrest/hamcrest-php,v3.0.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
121,aws/aws-crt-php,v1.2.7,Apache-2.0,PERMISSIVE,0,NO,0,
122,phpstan/phpstan,2.2.9,MIT,PERMISSIVE,0,NO,0,
123,phpdocumentor/reflection-docblock,6.0.3,MIT,PERMISSIVE,5,NO,0,
124,staabm/side-effects-detector,1.0.5,MIT,PERMISSIVE,0,NO,0,
125,phpseclib/phpseclib,4.0.1,MIT,PERMISSIVE,2,NO,0,
126,symfony/var-exporter,v8.1.5,MIT,PERMISSIVE,2,NO,0,
127,filp/whoops,2.18.4,MIT,PERMISSIVE,1,NO,0,
128,masterminds/html5,2.11.0,MIT,PERMISSIVE,0,NO,0,
129,jean85/pretty-package-versions,2.1.1,MIT,PERMISSIVE,0,NO,0,
130,doctrine/instantiator,2.1.0,MIT,PERMISSIVE,0,NO,0,
131,nunomaduro/collision,v8.9.5,MIT,PERMISSIVE,9,NO,0,
132,maennchen/zipstream-php,3.2.2,MIT,PERMISSIVE,0,NO,0,
133,react/promise,v3.3.0,MIT,PERMISSIVE,0,NO,0,
134,php-http/discovery,1.20.0,MIT,PERMISSIVE,0,NO,0,
135,doctrine/dbal,4.4.4,MIT,PERMISSIVE,3,NO,0,
136,fidry/cpu-core-counter,1.3.0,MIT,PERMISSIVE,0,NO,0,
137,composer/xdebug-handler,3.0.5,MIT,PERMISSIVE,2,NO,0,
138,symfony/http-client-contracts,v3.7.1,MIT,PERMISSIVE,0,NO,0,
139,symfony/serializer,v8.1.5,MIT,PERMISSIVE,2,NO,0,
140,symfony/psr-http-message-bridge,v8.1.0,MIT,PERMISSIVE,4,NO,0,
141,symfony/polyfill-php81,v1.38.1,MIT,PERMISSIVE,0,NO,0,
142,symfony/http-client,v8.1.5,MIT,PERMISSIVE,5,NO,0,
143,phpoffice/phpspreadsheet,5.9.0,MIT,PERMISSIVE,5,NO,0,
144,symfony/property-info,v8.1.5,MIT,PERMISSIVE,7,NO,0,
145,symfony/property-access,v8.1.4,MIT,PERMISSIVE,8,NO,0,
146,symfony/dependency-injection,v8.1.5,MIT,PERMISSIVE,5,NO,0,
147,markbaker/complex,3.0.2,MIT,PERMISSIVE,0,NO,0,
148,markbaker/matrix,3.0.1,MIT,PERMISSIVE,0,NO,0,
149,symfony/cache,v8.1.5,MIT,PERMISSIVE,8,NO,0,
150,symfony/config,v8.1.5,MIT,PERMISSIVE,4,NO,0,
151,league/flysystem-aws-s3-v3,3.35.3,MIT,PERMISSIVE,18,NO,0,
152,doctrine/event-manager,2.1.1,MIT,PERMISSIVE,0,NO,0,
153,laravel/pint,v1.30.5,MIT,PERMISSIVE,0,NO,0,
154,symfony/cache-contracts,v3.7.1,MIT,PERMISSIVE,1,NO,0,
155,symfony/stopwatch,v8.1.0,MIT,PERMISSIVE,3,NO,0,
156,nyholm/psr7,1.8.2,MIT,PERMISSIVE,2,NO,0,
157,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,0,NO,0,
158,spatie/laravel-package-tools,1.93.2,MIT,PERMISSIVE,3,NO,0,
159,lcobucci/jwt,5.6.0,BSD-3-Clause,PERMISSIVE,1,NO,0,
160,twig/twig,v3.28.0,Unspecified,PERMISSIVE,3,NO,0,
161,symfony/type-info,v8.1.5,MIT,PERMISSIVE,1,NO,0,
162,sabberworm/php-css-parser,v9.4.0,MIT,PERMISSIVE,1,NO,0,
163,bacon/bacon-qr-code,v3.1.1,BSD-2-Clause,PERMISSIVE,1,NO,0,
164,evenement/evenement,v3.0.2,MIT,PERMISSIVE,0,NO,0,
165,dasprid/enum,1.0.7,BSD-2-Clause,PERMISSIVE,0,NO,0,
166,symfony/polyfill-php86,v1.41.0,MIT,PERMISSIVE,0,NO,0,
167,react/event-loop,v1.6.0,MIT,PERMISSIVE,0,NO,0,
168,laravel/sanctum,v4.3.3,MIT,PERMISSIVE,24,NO,0,
169,google/auth,v1.53.0,Apache-2.0,PERMISSIVE,11,NO,0,
170,react/stream,v1.4.0,MIT,PERMISSIVE,2,NO,0,
171,react/dns,v1.14.0,MIT,PERMISSIVE,3,NO,0,
172,symfony/dom-crawler,v8.1.5,MIT,PERMISSIVE,2,NO,0,
173,react/socket,v1.17.0,MIT,PERMISSIVE,6,NO,0,
174,sentry/sentry,4.31.0,MIT,PERMISSIVE,9,NO,0,
175,thecodingmachine/safe,v3.4.0,MIT,PERMISSIVE,0,NO,0,
176,react/cache,v1.2.0,MIT,PERMISSIVE,1,NO,0,
177,predis/predis,v3.6.0,MIT,PERMISSIVE,1,NO,0,
178,squizlabs/php_codesniffer,4.0.4,BSD-3-Clause,PERMISSIVE,0,NO,0,
179,dompdf/dompdf,v3.1.6,LGPL-2.1,WEAK_COPYLEFT,5,NO,2,dompdf/php-font-lib (LGPL-2.1-or-later); dompdf/php-svg-lib (LGPL-3.0-or-later)
180,brianium/paratest,v7.24.1,MIT,PERMISSIVE,40,NO,0,
181,laravel/sail,v1.67.0,MIT,PERMISSIVE,23,NO,0,
182,composer/ca-bundle,1.5.14,MIT,PERMISSIVE,0,NO,0,
183,sebastian/resource-operations,3.0.4,BSD-3-Clause,PERMISSIVE,0,NO,0,
184,symfony/polyfill-php73,v1.37.0,MIT,PERMISSIVE,0,NO,0,
185,laravel/pail,v1.2.7,MIT,PERMISSIVE,25,NO,0,
186,justinrainbow/json-schema,6.11.0,MIT,PERMISSIVE,1,NO,0,
187,php-http/promise,1.3.1,MIT,PERMISSIVE,0,NO,0,
188,pragmarx/google2fa,v9.1.0,MIT,PERMISSIVE,1,NO,0,
189,symfony/validator,v8.1.5,MIT,PERMISSIVE,4,NO,0,
190,doctrine/collections,3.1.0,MIT,PERMISSIVE,2,NO,0,
191,google/protobuf,v5.36.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
192,php-http/httplug,2.4.1,MIT,PERMISSIVE,3,NO,0,
193,dompdf/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,0,NO,0,
194,symfony/polyfill-php82,v1.38.1,MIT,PERMISSIVE,0,NO,0,
195,dompdf/php-svg-lib,1.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,2,NO,0,
196,composer/class-map-generator,1.7.3,MIT,PERMISSIVE,2,NO,0,
197,rector/rector,2.6.4,MIT,PERMISSIVE,1,NO,0,
198,doctrine/persistence,4.2.0,MIT,PERMISSIVE,3,NO,0,
199,league/csv,9.28.0,MIT,PERMISSIVE,0,NO,0,
200,friendsofphp/php-cs-fixer,v3.95.23,MIT,PERMISSIVE,37,NO,0,
201,iamcal/sql-parser,v0.7,MIT,PERMISSIVE,0,NO,0,
202,larastan/larastan,v3.10.0,MIT,PERMISSIVE,50,NO,0,
203,livewire/livewire,v4.4.2,MIT,PERMISSIVE,47,NO,0,
204,react/child-process,v0.6.7,MIT,PERMISSIVE,3,NO,0,
205,doctrine/sql-formatter,1.5.4,MIT,PERMISSIVE,0,NO,0,
206,doctrine/annotations,2.0.2,MIT,PERMISSIVE,2,NO,0,
207,stripe/stripe-php,v21.3.0,Unspecified,PERMISSIVE,0,NO,0,
208,symfony/framework-bundle,v8.1.5,MIT,PERMISSIVE,24,NO,0,
209,spomky-labs/pki-framework,1.6.0,MIT,PERMISSIVE,1,NO,0,
210,symfony/browser-kit,v8.1.5,MIT,PERMISSIVE,3,NO,0,
211,pestphp/pest,v5.1.3,MIT,PERMISSIVE,48,NO,0,
212,symfony/dotenv,v8.1.2,MIT,PERMISSIVE,0,NO,0,
213,psr/http-server-handler,1.0.2,MIT,PERMISSIVE,1,NO,0,
214,intervention/image,4.3.2,MIT,PERMISSIVE,1,NO,0,
215,pestphp/pest-plugin,v5.0.0,MIT,PERMISSIVE,0,NO,0,
216,clue/ndjson-react,v1.3.0,MIT,PERMISSIVE,3,NO,0,
217,openspout/openspout,v5.11.0,MIT,PERMISSIVE,0,NO,0,
218,pestphp/pest-plugin-arch,v5.0.0,MIT,PERMISSIVE,32,NO,0,
219,ta-tikoma/phpunit-architecture-test,0.8.7,MIT,PERMISSIVE,34,NO,0,
220,marc-mabe/php-enum,v4.7.2,BSD-3-Clause,PERMISSIVE,0,NO,0,
221,symfony/polyfill-intl-icu,v1.38.0,MIT,PERMISSIVE,0,NO,0,
222,dealerdirect/phpcodesniffer-composer-installer,v1.2.1,MIT,PERMISSIVE,1,NO,0,
223,spatie/backtrace,1.8.2,MIT,PERMISSIVE,0,NO,0,
224,pestphp/pest-plugin-mutate,v5.0.2,MIT,PERMISSIVE,11,NO,0,
225,psr/http-server-middleware,1.0.2,MIT,PERMISSIVE,2,NO,0,
226,grpc/grpc,1.82.0,Apache-2.0,PERMISSIVE,0,NO,0,
227,spatie/laravel-permission,8.3.0,MIT,PERMISSIVE,31,NO,0,
228,laravel/mcp,v0.9.4,Unspecified,PERMISSIVE,0,NO,0,
229,setasign/fpdi,v2.6.8,MIT,PERMISSIVE,0,NO,0,
230,symfony/twig-bridge,v8.1.5,MIT,PERMISSIVE,5,NO,0,
231,sentry/sentry-laravel,4.27.0,MIT,PERMISSIVE,30,NO,0,
232,doctrine/orm,3.6.8,MIT,PERMISSIVE,23,NO,0,
233,symfony/expression-language,v8.1.1,MIT,PERMISSIVE,9,NO,0,
234,lcobucci/clock,3.6.0,MIT,PERMISSIVE,1,NO,0,
235,defuse/php-encryption,v2.4.0,MIT,PERMISSIVE,1,NO,0,
236,google/apiclient,v2.19.4,Apache-2.0,PERMISSIVE,14,NO,0,
237,google/apiclient-services,v0.456.0,Apache-2.0,PERMISSIVE,0,NO,0,
238,google/common-protos,4.14.1,Apache-2.0,PERMISSIVE,1,NO,0,
239,pusher/pusher-php-server,7.3.0,MIT,PERMISSIVE,9,NO,0,
240,laravel/sentinel,v1.1.0,MIT,PERMISSIVE,8,NO,0,
241,inertiajs/inertia-laravel,v3.3.1,MIT,PERMISSIVE,65,NO,0,
242,spatie/temporary-directory,2.4.0,MIT,PERMISSIVE,0,NO,0,
243,barryvdh/laravel-dompdf,v3.1.2,MIT,PERMISSIVE,22,YES,3,dompdf/dompdf (LGPL-2.1); dompdf/php-font-lib (LGPL-2.1-or-later); dompdf/php-svg-lib (LGPL-3.0-or-later)
244,php-http/message,1.16.2,MIT,PERMISSIVE,2,NO,0,
245,clue/stream-filter,v1.7.0,MIT,PERMISSIVE,0,NO,0,
246,symfony/security-core,v8.1.5,MIT,PERMISSIVE,6,NO,0,
247,symfony/monolog-bridge,v8.1.5,MIT,PERMISSIVE,14,NO,0,
248,laravel/socialite,v5.30.1,MIT,PERMISSIVE,38,NO,0,
249,laravel/boost,v2.7.0,MIT,PERMISSIVE,45,NO,0,
250,league/oauth1-client,v1.11.0,MIT,PERMISSIVE,8,NO,0,
251,spatie/flare-client-php,3.4.1,MIT,PERMISSIVE,27,NO,0,
252,pestphp/pest-plugin-laravel,v5.0.1,MIT,PERMISSIVE,82,NO,0,
253,laravel/roster,v1.0.0,MIT,PERMISSIVE,24,NO,0,
254,symfony/intl,v8.1.5,MIT,PERMISSIVE,0,NO,0,
255,symfony/twig-bundle,v8.1.2,MIT,PERMISSIVE,21,NO,0,
256,symfony/password-hasher,v8.1.0,MIT,PERMISSIVE,0,NO,0,
257,google/gax,v1.49.0,BSD-3-Clause,PERMISSIVE,20,NO,0,
258,symfony/doctrine-bridge,v8.1.5,MIT,PERMISSIVE,9,NO,0,
259,google/grpc-gcp,0.4.2,Apache-2.0,PERMISSIVE,14,NO,0,
260,maatwebsite/excel,4.0.2,MIT,PERMISSIVE,24,NO,0,
261,league/event,3.0.3,MIT,PERMISSIVE,1,NO,0,
262,spatie/ignition,1.16.0,MIT,PERMISSIVE,25,NO,0,
263,google/longrunning,0.8.2,Apache-2.0,PERMISSIVE,0,NO,0,
264,symfony/html-sanitizer,v8.1.1,MIT,PERMISSIVE,4,NO,0,
265,spatie/laravel-ignition,2.12.0,MIT,PERMISSIVE,30,NO,0,
266,symfony/monolog-bundle,v4.0.2,MIT,PERMISSIVE,21,NO,0,
267,pestphp/pest-plugin-profanity,v5.0.0,MIT,PERMISSIVE,1,NO,0,
268,laravel/horizon,v5.48.3,MIT,PERMISSIVE,39,NO,0,
269,symfony/polyfill-iconv,v1.37.0,MIT,PERMISSIVE,0,NO,0,
270,league/oauth2-server,9.4.1,MIT,PERMISSIVE,12,NO,0,
271,revolt/event-loop,v1.0.9,MIT,PERMISSIVE,0,NO,0,
272,doctrine/cache,2.2.0,MIT,PERMISSIVE,0,NO,0,
273,phpstan/extension-installer,1.4.3,MIT,PERMISSIVE,1,NO,0,
274,seld/jsonlint,1.12.1,MIT,PERMISSIVE,0,NO,0,
275,phpstan/phpstan-phpunit,2.0.18,MIT,PERMISSIVE,2,NO,0,
276,doctrine/doctrine-bundle,3.3.1,MIT,PERMISSIVE,34,NO,0,
277,symfony/security-csrf,v8.1.0,MIT,PERMISSIVE,7,NO,0,
278,symfony/messenger,v8.1.5,MIT,PERMISSIVE,4,NO,0,
279,rize/uri-template,0.4.2,MIT,PERMISSIVE,0,NO,0,
280,symfony/security-http,v8.1.5,MIT,PERMISSIVE,19,NO,0,
281,doctrine/migrations,3.9.7,MIT,PERMISSIVE,18,NO,0,
282,symfony/runtime,v8.1.0,MIT,PERMISSIVE,0,NO,0,
283,symfony/lock,v8.1.5,MIT,PERMISSIVE,1,NO,0,
284,symfony/security-bundle,v8.1.2,MIT,PERMISSIVE,27,NO,0,
285,spatie/error-solutions,2.0.5,MIT,PERMISSIVE,0,NO,0,
286,symfony/asset,v8.1.0,MIT,PERMISSIVE,0,NO,0,
287,slevomat/coding-standard,8.31.1,MIT,PERMISSIVE,3,NO,0,
288,symfony/flex,v2.11.0,MIT,PERMISSIVE,0,NO,0,
289,php-http/multipart-stream-builder,1.4.2,MIT,PERMISSIVE,2,NO,0,
290,laravel/fortify,v1.39.0,MIT,PERMISSIVE,57,NO,0,
291,symfony/polyfill-php72,v1.31.0,MIT,PERMISSIVE,0,NO,0,
292,google/cloud-core,v1.73.2,Apache-2.0,PERMISSIVE,23,NO,0,
293,laravel/agent-detector,v2.0.2,MIT,PERMISSIVE,0,NO,0,
294,amphp/amp,v3.1.3,MIT,PERMISSIVE,1,NO,0,
295,spomky-labs/cbor-php,3.3.1,MIT,PERMISSIVE,1,NO,0,
296,zircote/swagger-php,6.7.1,Apache-2.0,PERMISSIVE,17,NO,0,
297,phpstan/phpstan-deprecation-rules,2.0.5,MIT,PERMISSIVE,1,NO,0,
298,ergebnis/agent-detector,1.2.0,MIT,PERMISSIVE,0,NO,0,
299,laravel/pao,v1.1.4,MIT,PERMISSIVE,1,NO,0,
300,sebastian/git-state,1.0.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
301,web-auth/cose-lib,4.7.0,MIT,PERMISSIVE,2,NO,0,
302,php-http/client-common,2.7.3,MIT,PERMISSIVE,10,NO,0,
303,web-auth/webauthn-lib,5.3.6,MIT,PERMISSIVE,28,NO,0,
304,composer/spdx-licenses,1.6.0,MIT,PERMISSIVE,0,NO,0,
305,league/uri-components,7.8.1,MIT,PERMISSIVE,4,NO,0,
306,mobiledetect/mobiledetectlib,4.11.0,MIT,PERMISSIVE,1,NO,0,
307,doctrine/common,3.5.0,MIT,PERMISSIVE,4,NO,0,
308,paragonie/sodium_compat,v2.5.2,ISC,PERMISSIVE,0,NO,0,
309,sebastian/file-filter,1.0.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
310,seld/phar-utils,1.2.2,MIT,PERMISSIVE,0,NO,0,
311,symfony/polyfill-deepclone,v1.42.0,MIT,PERMISSIVE,0,NO,0,
312,composer/composer,2.10.3,MIT,PERMISSIVE,31,NO,0,
313,amphp/byte-stream,v2.1.2,MIT,PERMISSIVE,6,NO,0,
314,giggsey/libphonenumber-for-php,9.0.37,Apache-2.0,PERMISSIVE,2,NO,0,
315,composer/metadata-minifier,1.0.1,MIT,PERMISSIVE,0,NO,0,
316,giggsey/locale,2.9.0,MIT,PERMISSIVE,0,NO,0,
317,chillerlan/php-settings-container,4.0.0,MIT,PERMISSIVE,0,NO,0,
318,blade-ui-kit/blade-icons,1.10.1,MIT,PERMISSIVE,28,NO,0,
319,chillerlan/php-qrcode,6.0.1,"MIT, Apache-2.0",PERMISSIVE,1,NO,0,
320,doctrine/doctrine-migrations-bundle,4.0.1,MIT,PERMISSIVE,32,NO,0,
321,symfony/web-profiler-bundle,v8.1.5,MIT,PERMISSIVE,27,NO,0,
322,laminas/laminas-diactoros,3.8.0,BSD-3-Clause,PERMISSIVE,2,NO,0,
323,nette/php-generator,v4.2.2,"BSD-3-Clause, GPL-2.0-only, GPL-3.0-only",PERMISSIVE,1,NO,0,
324,barryvdh/reflection-docblock,v2.4.1,MIT,PERMISSIVE,0,NO,0,
325,barryvdh/laravel-ide-helper,v3.7.0,MIT,PERMISSIVE,28,NO,0,
326,intervention/gif,5.0.1,MIT,PERMISSIVE,0,NO,0,
327,moneyphp/money,v4.9.0,MIT,PERMISSIVE,0,NO,0,
328,ratchet/rfc6455,v0.4.1,MIT,PERMISSIVE,2,NO,0,
329,seld/signal-handler,2.0.2,MIT,PERMISSIVE,0,NO,0,
330,league/oauth2-client,2.9.0,MIT,PERMISSIVE,8,NO,0,
331,laminas/laminas-code,4.17.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
332,phpstan/phpstan-strict-rules,2.0.12,MIT,PERMISSIVE,1,NO,0,
333,blade-ui-kit/blade-heroicons,2.7.0,MIT,PERMISSIVE,20,NO,0,
334,spatie/invade,2.1.1,MIT,PERMISSIVE,0,NO,0,
335,pragmarx/google2fa-qrcode,v4.0.0,MIT,PERMISSIVE,2,NO,0,
336,symfony/form,v8.1.5,MIT,PERMISSIVE,16,NO,0,
337,open-telemetry/api,1.10.0,Apache-2.0,PERMISSIVE,3,NO,0,
