rank,package_name,version,declared_license,offender_package,offender_version,offender_license,copyleft_type,trace_path
2079,shopware/administration,v6.7.13.1,MIT,dompdf/php-svg-lib,1.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,shopware/administration@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-svg-lib@1.0.2 (LGPL-3.0-or-later)
2079,shopware/administration,v6.7.13.1,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,shopware/administration@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
2079,shopware/administration,v6.7.13.1,MIT,smalot/pdfparser,v2.12.5,LGPL-3.0,STRONG_COPYLEFT,shopware/administration@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> horstoeko/zugferd@v1.0.130 (MIT) -> smalot/pdfparser@v2.12.5 (LGPL-3.0)
2079,shopware/administration,v6.7.13.1,MIT,setasign/tfpdf,v1.33,LGPL-2.1,WEAK_COPYLEFT,shopware/administration@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> setasign/tfpdf@v1.33 (LGPL-2.1)
2084,shopware/conflicts,0.6.2,MIT,dompdf/dompdf,v3.1.6,LGPL-2.1,WEAK_COPYLEFT,shopware/conflicts@0.6.2 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1)
2084,shopware/conflicts,0.6.2,MIT,dompdf/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,shopware/conflicts@0.6.2 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-font-lib@1.0.2 (LGPL-2.1-or-later)
2084,shopware/conflicts,0.6.2,MIT,dompdf/php-svg-lib,1.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,shopware/conflicts@0.6.2 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-svg-lib@1.0.2 (LGPL-3.0-or-later)
2084,shopware/conflicts,0.6.2,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,shopware/conflicts@0.6.2 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
2084,shopware/conflicts,0.6.2,MIT,smalot/pdfparser,v2.12.5,LGPL-3.0,STRONG_COPYLEFT,shopware/conflicts@0.6.2 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> horstoeko/zugferd@v1.0.130 (MIT) -> smalot/pdfparser@v2.12.5 (LGPL-3.0)
2084,shopware/conflicts,0.6.2,MIT,setasign/tfpdf,v1.33,LGPL-2.1,WEAK_COPYLEFT,shopware/conflicts@0.6.2 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> setasign/tfpdf@v1.33 (LGPL-2.1)
2108,wp-cli/wp-cli-tests,v5.2.3,MIT,wp-hooks/wordpress-core,1.13.0,GPL-3.0-or-later,STRONG_COPYLEFT,wp-cli/wp-cli-tests@v5.2.3 (MIT) -> johnbillion/wp-compat@2.0.1 (MIT) -> wp-hooks/wordpress-core@1.13.0 (GPL-3.0-or-later)
2108,wp-cli/wp-cli-tests,v5.2.3,MIT,phpcsstandards/phpcsutils,1.2.3,LGPL-3.0-or-later,STRONG_COPYLEFT,wp-cli/wp-cli-tests@v5.2.3 (MIT) -> wp-coding-standards/wpcs@3.4.1 (MIT) -> phpcsstandards/phpcsutils@1.2.3 (LGPL-3.0-or-later)
2108,wp-cli/wp-cli-tests,v5.2.3,MIT,phpcsstandards/phpcsextra,1.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,wp-cli/wp-cli-tests@v5.2.3 (MIT) -> wp-coding-standards/wpcs@3.4.1 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later)
2119,enqueue/amqp-lib,0.10.27,MIT,php-amqplib/php-amqplib,v3.7.4,LGPL-2.1-or-later,WEAK_COPYLEFT,enqueue/amqp-lib@0.10.27 (MIT) -> php-amqplib/php-amqplib@v3.7.4 (LGPL-2.1-or-later)
2126,lucatume/wp-browser,4.7.2,MIT,druidfi/mysqldump-php,2.0.3,GPL-3.0-or-later,STRONG_COPYLEFT,lucatume/wp-browser@4.7.2 (MIT) -> druidfi/mysqldump-php@2.0.3 (GPL-3.0-or-later)
2135,yiisoft/yii2-jui,2.0.7,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-jui@2.0.7 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
2160,vardot/ckeditor5-anchor-drupal,2.0.5,MIT,drupal/core,11.4.5,GPL-2.0-or-later,STRONG_COPYLEFT,vardot/ckeditor5-anchor-drupal@2.0.5 (MIT) -> drupal/core@11.4.5 (GPL-2.0-or-later)
2160,vardot/ckeditor5-anchor-drupal,2.0.5,MIT,drupal/core-composer-scaffold,11.4.5,GPL-2.0-or-later,STRONG_COPYLEFT,vardot/ckeditor5-anchor-drupal@2.0.5 (MIT) -> drupal/core@11.4.5 (GPL-2.0-or-later) -> drupal/core-composer-scaffold@11.4.5 (GPL-2.0-or-later)
2213,psalm/plugin-laravel,v4.15.7,MIT,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,psalm/plugin-laravel@v4.15.7 (MIT) -> vimeo/psalm@6.16.1 (None) -> danog/advanced-json-rpc@v3.2.3 (ISC) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
2247,carlos-meneses/laravel-mpdf,2.1.13,MIT,mpdf/mpdf,v8.3.1,GPL-2.0-only,STRONG_COPYLEFT,carlos-meneses/laravel-mpdf@2.1.13 (MIT) -> mpdf/mpdf@v8.3.1 (GPL-2.0-only)
2305,setasign/fpdi-tcpdf,v2.3.0,MIT,tecnickcom/tcpdf,7.0.7,LGPL-3.0-or-later,STRONG_COPYLEFT,setasign/fpdi-tcpdf@v2.3.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later)
2305,setasign/fpdi-tcpdf,v2.3.0,MIT,tecnickcom/tc-lib-pdf,8.72.1,LGPL-3.0-or-later,STRONG_COPYLEFT,setasign/fpdi-tcpdf@v2.3.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later)
2305,setasign/fpdi-tcpdf,v2.3.0,MIT,tecnickcom/tc-lib-barcode,2.14.0,LGPL-3.0-or-later,STRONG_COPYLEFT,setasign/fpdi-tcpdf@v2.3.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-barcode@2.14.0 (LGPL-3.0-or-later)
2305,setasign/fpdi-tcpdf,v2.3.0,MIT,tecnickcom/tc-lib-color,3.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,setasign/fpdi-tcpdf@v2.3.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-color@3.0.2 (LGPL-3.0-or-later)
2305,setasign/fpdi-tcpdf,v2.3.0,MIT,tecnickcom/tc-lib-pdf-image,3.13.0,LGPL-3.0-or-later,STRONG_COPYLEFT,setasign/fpdi-tcpdf@v2.3.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-image@3.13.0 (LGPL-3.0-or-later)
2305,setasign/fpdi-tcpdf,v2.3.0,MIT,tecnickcom/tc-lib-pdf-font,4.3.1,LGPL-3.0-or-later,STRONG_COPYLEFT,setasign/fpdi-tcpdf@v2.3.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-font@4.3.1 (LGPL-3.0-or-later)
2305,setasign/fpdi-tcpdf,v2.3.0,MIT,tecnickcom/tc-lib-file,3.9.0,LGPL-3.0-or-later,STRONG_COPYLEFT,setasign/fpdi-tcpdf@v2.3.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-file@3.9.0 (LGPL-3.0-or-later)
2305,setasign/fpdi-tcpdf,v2.3.0,MIT,tecnickcom/tc-lib-pdf-encrypt,2.11.0,LGPL-3.0-or-later,STRONG_COPYLEFT,setasign/fpdi-tcpdf@v2.3.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-encrypt@2.11.0 (LGPL-3.0-or-later)
2305,setasign/fpdi-tcpdf,v2.3.0,MIT,tecnickcom/tc-lib-pdf-sign,2.0.1,LGPL-3.0-or-later,STRONG_COPYLEFT,setasign/fpdi-tcpdf@v2.3.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-sign@2.0.1 (LGPL-3.0-or-later)
2305,setasign/fpdi-tcpdf,v2.3.0,MIT,tecnickcom/tc-lib-unicode-data,3.0.5,LGPL-3.0-or-later,STRONG_COPYLEFT,setasign/fpdi-tcpdf@v2.3.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-unicode-data@3.0.5 (LGPL-3.0-or-later)
2305,setasign/fpdi-tcpdf,v2.3.0,MIT,tecnickcom/tc-lib-unicode,3.0.5,LGPL-3.0-or-later,STRONG_COPYLEFT,setasign/fpdi-tcpdf@v2.3.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-unicode@3.0.5 (LGPL-3.0-or-later)
2305,setasign/fpdi-tcpdf,v2.3.0,MIT,tecnickcom/tc-lib-pdf-page,4.15.1,LGPL-3.0-or-later,STRONG_COPYLEFT,setasign/fpdi-tcpdf@v2.3.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-page@4.15.1 (LGPL-3.0-or-later)
2305,setasign/fpdi-tcpdf,v2.3.0,MIT,tecnickcom/tc-lib-pdf-graph,2.16.0,LGPL-3.0-or-later,STRONG_COPYLEFT,setasign/fpdi-tcpdf@v2.3.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-graph@2.16.0 (LGPL-3.0-or-later)
2305,setasign/fpdi-tcpdf,v2.3.0,MIT,tecnickcom/tc-lib-pdf-parser,3.15.0,LGPL-3.0-or-later,STRONG_COPYLEFT,setasign/fpdi-tcpdf@v2.3.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-parser@3.15.0 (LGPL-3.0-or-later)
2326,weirdan/doctrine-psalm-plugin,v2.10.0,MIT,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,weirdan/doctrine-psalm-plugin@v2.10.0 (MIT) -> vimeo/psalm@6.16.1 (None) -> danog/advanced-json-rpc@v3.2.3 (ISC) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
2387,yiisoft/yii2-authclient,2.2.17,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-authclient@2.2.17 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
2400,saschaegerer/phpstan-typo3,3.1.0,MIT,typo3/cms-core,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,saschaegerer/phpstan-typo3@3.1.0 (MIT) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later)
2400,saschaegerer/phpstan-typo3,3.1.0,MIT,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,saschaegerer/phpstan-typo3@3.1.0 (MIT) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
2400,saschaegerer/phpstan-typo3,3.1.0,MIT,typo3/cms-cli,v3.1.3,GPL-2.0-or-later,STRONG_COPYLEFT,saschaegerer/phpstan-typo3@3.1.0 (MIT) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-cli@v3.1.3 (GPL-2.0-or-later)
2400,saschaegerer/phpstan-typo3,3.1.0,MIT,typo3/cms-composer-installers,v5.0.2,GPL-2.0-or-later,STRONG_COPYLEFT,saschaegerer/phpstan-typo3@3.1.0 (MIT) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-composer-installers@v5.0.2 (GPL-2.0-or-later)
2400,saschaegerer/phpstan-typo3,3.1.0,MIT,typo3fluid/fluid,5.3.1,LGPL-3.0-or-later,STRONG_COPYLEFT,saschaegerer/phpstan-typo3@3.1.0 (MIT) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> typo3fluid/fluid@5.3.1 (LGPL-3.0-or-later)
2400,saschaegerer/phpstan-typo3,3.1.0,MIT,typo3/cms-extbase,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,saschaegerer/phpstan-typo3@3.1.0 (MIT) -> typo3/cms-extbase@v14.3.6 (GPL-2.0-or-later)
2400,saschaegerer/phpstan-typo3,3.1.0,MIT,bnf/phpstan-psr-container,1.1.0,GPL-2.0-or-later,STRONG_COPYLEFT,saschaegerer/phpstan-typo3@3.1.0 (MIT) -> bnf/phpstan-psr-container@1.1.0 (GPL-2.0-or-later)
2436,ssch/typo3-debug-dump-pass,v0.0.3,MIT,typo3/cms-core,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,ssch/typo3-debug-dump-pass@v0.0.3 (MIT) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later)
2436,ssch/typo3-debug-dump-pass,v0.0.3,MIT,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,ssch/typo3-debug-dump-pass@v0.0.3 (MIT) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
2436,ssch/typo3-debug-dump-pass,v0.0.3,MIT,typo3/cms-cli,v3.1.3,GPL-2.0-or-later,STRONG_COPYLEFT,ssch/typo3-debug-dump-pass@v0.0.3 (MIT) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-cli@v3.1.3 (GPL-2.0-or-later)
2436,ssch/typo3-debug-dump-pass,v0.0.3,MIT,typo3/cms-composer-installers,v5.0.2,GPL-2.0-or-later,STRONG_COPYLEFT,ssch/typo3-debug-dump-pass@v0.0.3 (MIT) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-composer-installers@v5.0.2 (GPL-2.0-or-later)
2436,ssch/typo3-debug-dump-pass,v0.0.3,MIT,typo3fluid/fluid,5.3.1,LGPL-3.0-or-later,STRONG_COPYLEFT,ssch/typo3-debug-dump-pass@v0.0.3 (MIT) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> typo3fluid/fluid@5.3.1 (LGPL-3.0-or-later)
2439,kartik-v/yii2-mpdf,v1.0.6,BSD-3-Clause,mpdf/mpdf,v8.3.1,GPL-2.0-only,STRONG_COPYLEFT,kartik-v/yii2-mpdf@v1.0.6 (BSD-3-Clause) -> mpdf/mpdf@v8.3.1 (GPL-2.0-only)
2452,johnbillion/wp-compat,2.0.1,MIT,wp-hooks/wordpress-core,1.13.0,GPL-3.0-or-later,STRONG_COPYLEFT,johnbillion/wp-compat@2.0.1 (MIT) -> wp-hooks/wordpress-core@1.13.0 (GPL-3.0-or-later)
2457,sylius/sylius,v2.2.8,Unspecified,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0)
2457,sylius/sylius,v2.2.8,Unspecified,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
2475,nfephp-org/sped-da,v1.1.6,"LGPL-3.0-or-later+, GPL-3.0-or-later, MIT",tecnickcom/tc-lib-barcode,2.14.0,LGPL-3.0-or-later,STRONG_COPYLEFT,"nfephp-org/sped-da@v1.1.6 (LGPL-3.0-or-later+, GPL-3.0-or-later, MIT) -> tecnickcom/tc-lib-barcode@2.14.0 (LGPL-3.0-or-later)"
2475,nfephp-org/sped-da,v1.1.6,"LGPL-3.0-or-later+, GPL-3.0-or-later, MIT",tecnickcom/tc-lib-color,3.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,"nfephp-org/sped-da@v1.1.6 (LGPL-3.0-or-later+, GPL-3.0-or-later, MIT) -> tecnickcom/tc-lib-barcode@2.14.0 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-color@3.0.2 (LGPL-3.0-or-later)"
2492,consoletvs/charts,6.9.0,MIT,balping/json-raw-encoder,v1.0.2,GPL-3.0-only,STRONG_COPYLEFT,consoletvs/charts@6.9.0 (MIT) -> balping/json-raw-encoder@v1.0.2 (GPL-3.0-only)
2523,mike42/escpos-php,v5.0,MIT,mike42/gfx-php,v1.0,LGPL-2.1-or-later,WEAK_COPYLEFT,mike42/escpos-php@v5.0 (MIT) -> mike42/gfx-php@v1.0 (LGPL-2.1-or-later)
2670,cloudconvert/cloudconvert-php,3.4.4,Unspecified,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,cloudconvert/cloudconvert-php@3.4.4 (None) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
2684,yiisoft/yii2-imagine,2.3.1,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-imagine@2.3.1 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
2723,xemlock/htmlpurifier-html5,v0.1.12,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,xemlock/htmlpurifier-html5@v0.1.12 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
2762,nystudio107/craft-code-editor,1.0.30,MIT,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,nystudio107/craft-code-editor@1.0.30 (MIT) -> craftcms/cms@5.10.14 (None) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
2762,nystudio107/craft-code-editor,1.0.30,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,nystudio107/craft-code-editor@1.0.30 (MIT) -> craftcms/cms@5.10.14 (None) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
2819,apache-solr-for-typo3/solr,13.1.4,Unspecified,typo3/cms-backend,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,apache-solr-for-typo3/solr@13.1.4 (None) -> typo3/cms-backend@v14.3.6 (GPL-2.0-or-later)
2819,apache-solr-for-typo3/solr,13.1.4,Unspecified,typo3/cms-core,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,apache-solr-for-typo3/solr@13.1.4 (None) -> typo3/cms-backend@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later)
2819,apache-solr-for-typo3/solr,13.1.4,Unspecified,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,apache-solr-for-typo3/solr@13.1.4 (None) -> typo3/cms-backend@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
2819,apache-solr-for-typo3/solr,13.1.4,Unspecified,typo3/cms-cli,v3.1.3,GPL-2.0-or-later,STRONG_COPYLEFT,apache-solr-for-typo3/solr@13.1.4 (None) -> typo3/cms-backend@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-cli@v3.1.3 (GPL-2.0-or-later)
2819,apache-solr-for-typo3/solr,13.1.4,Unspecified,typo3/cms-composer-installers,v5.0.2,GPL-2.0-or-later,STRONG_COPYLEFT,apache-solr-for-typo3/solr@13.1.4 (None) -> typo3/cms-backend@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-composer-installers@v5.0.2 (GPL-2.0-or-later)
2819,apache-solr-for-typo3/solr,13.1.4,Unspecified,typo3fluid/fluid,5.3.1,LGPL-3.0-or-later,STRONG_COPYLEFT,apache-solr-for-typo3/solr@13.1.4 (None) -> typo3/cms-backend@v14.3.6 (GPL-2.0-or-later) -> typo3/cms-core@v14.3.6 (GPL-2.0-or-later) -> typo3fluid/fluid@5.3.1 (LGPL-3.0-or-later)
2819,apache-solr-for-typo3/solr,13.1.4,Unspecified,typo3/cms-extbase,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,apache-solr-for-typo3/solr@13.1.4 (None) -> typo3/cms-extbase@v14.3.6 (GPL-2.0-or-later)
2819,apache-solr-for-typo3/solr,13.1.4,Unspecified,typo3/cms-fluid,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,apache-solr-for-typo3/solr@13.1.4 (None) -> typo3/cms-fluid@v14.3.6 (GPL-2.0-or-later)
2819,apache-solr-for-typo3/solr,13.1.4,Unspecified,typo3/cms-frontend,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,apache-solr-for-typo3/solr@13.1.4 (None) -> typo3/cms-frontend@v14.3.6 (GPL-2.0-or-later)
2819,apache-solr-for-typo3/solr,13.1.4,Unspecified,typo3/cms-install,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,apache-solr-for-typo3/solr@13.1.4 (None) -> typo3/cms-install@v14.3.6 (GPL-2.0-or-later)
2819,apache-solr-for-typo3/solr,13.1.4,Unspecified,typo3/cms-reports,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,apache-solr-for-typo3/solr@13.1.4 (None) -> typo3/cms-reports@v14.3.6 (GPL-2.0-or-later)
2819,apache-solr-for-typo3/solr,13.1.4,Unspecified,typo3/cms-scheduler,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,apache-solr-for-typo3/solr@13.1.4 (None) -> typo3/cms-scheduler@v14.3.6 (GPL-2.0-or-later)
2819,apache-solr-for-typo3/solr,13.1.4,Unspecified,typo3/cms-tstemplate,v14.3.6,GPL-2.0-or-later,STRONG_COPYLEFT,apache-solr-for-typo3/solr@13.1.4 (None) -> typo3/cms-tstemplate@v14.3.6 (GPL-2.0-or-later)
2822,bschmitt/laravel-amqp,v3.4.1,MIT,php-amqplib/php-amqplib,v3.7.4,LGPL-2.1-or-later,WEAK_COPYLEFT,bschmitt/laravel-amqp@v3.4.1 (MIT) -> php-amqplib/php-amqplib@v3.7.4 (LGPL-2.1-or-later)
2851,lesstif/jira-cloud-restapi,1.11.1,Apache-2.0,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,lesstif/jira-cloud-restapi@1.11.1 (Apache-2.0) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
2965,yiisoft/yii2-bootstrap5,2.0.51,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-bootstrap5@2.0.51 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
2970,yiisoft/yii2-bootstrap4,2.0.12,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-bootstrap4@2.0.12 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
3035,verbb/base,3.0.14,MIT,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,verbb/base@3.0.14 (MIT) -> craftcms/cms@5.10.14 (None) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
3035,verbb/base,3.0.14,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,verbb/base@3.0.14 (MIT) -> craftcms/cms@5.10.14 (None) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
3123,elibyy/tcpdf-laravel,13.0.1,MIT,tecnickcom/tcpdf,7.0.7,LGPL-3.0-or-later,STRONG_COPYLEFT,elibyy/tcpdf-laravel@13.0.1 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later)
3123,elibyy/tcpdf-laravel,13.0.1,MIT,tecnickcom/tc-lib-pdf,8.72.1,LGPL-3.0-or-later,STRONG_COPYLEFT,elibyy/tcpdf-laravel@13.0.1 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later)
3123,elibyy/tcpdf-laravel,13.0.1,MIT,tecnickcom/tc-lib-barcode,2.14.0,LGPL-3.0-or-later,STRONG_COPYLEFT,elibyy/tcpdf-laravel@13.0.1 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-barcode@2.14.0 (LGPL-3.0-or-later)
3123,elibyy/tcpdf-laravel,13.0.1,MIT,tecnickcom/tc-lib-color,3.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,elibyy/tcpdf-laravel@13.0.1 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-color@3.0.2 (LGPL-3.0-or-later)
