rank,package_name,version,declared_license,offender_package,offender_version,offender_license,copyleft_type,trace_path
9508,log1x/poet,v2.1.0,MIT,johnbillion/extended-cpts,5.1.0,GPL-2.0-or-later,STRONG_COPYLEFT,log1x/poet@v2.1.0 (MIT) -> johnbillion/extended-cpts@5.1.0 (GPL-2.0-or-later)
9508,log1x/poet,v2.1.0,MIT,johnbillion/args,2.6.0,GPL-2.0-or-later,STRONG_COPYLEFT,log1x/poet@v2.1.0 (MIT) -> johnbillion/extended-cpts@5.1.0 (GPL-2.0-or-later) -> johnbillion/args@2.6.0 (GPL-2.0-or-later)
9532,raoul2000/yii2-jcrop-widget,1.0.0,BSD 3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,raoul2000/yii2-jcrop-widget@1.0.0 (BSD 3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
9538,dhl/sdk-api-parcel-de,1.4.0,MIT,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,dhl/sdk-api-parcel-de@1.4.0 (MIT) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
9549,oro/oauth2-server,7.0.1,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,oro/oauth2-server@7.0.1 (MIT) -> oro/platform@7.0.4 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
9549,oro/oauth2-server,7.0.1,MIT,matomo/device-detector,6.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,oro/oauth2-server@7.0.1 (MIT) -> oro/platform@7.0.4 (MIT) -> matomo/device-detector@6.5.1 (LGPL-3.0-or-later)
9549,oro/oauth2-server,7.0.1,MIT,oro/platform-serialised-fields,7.0.1,OSL-3.0,STRONG_COPYLEFT,oro/oauth2-server@7.0.1 (MIT) -> oro/platform@7.0.4 (MIT) -> oro/platform-serialised-fields@7.0.1 (OSL-3.0)
9559,lctrs/psalm-psr-container-plugin,1.11.0,MIT,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,lctrs/psalm-psr-container-plugin@1.11.0 (MIT) -> vimeo/psalm@6.16.1 (None) -> danog/advanced-json-rpc@v3.2.3 (ISC) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
9575,thamtech/yii2-ratelimiter-advanced,0.5,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,thamtech/yii2-ratelimiter-advanced@0.5 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
9577,oro/calendar-bundle,7.0.3,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,oro/calendar-bundle@7.0.3 (MIT) -> oro/platform@7.0.4 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
9577,oro/calendar-bundle,7.0.3,MIT,matomo/device-detector,6.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,oro/calendar-bundle@7.0.3 (MIT) -> oro/platform@7.0.4 (MIT) -> matomo/device-detector@6.5.1 (LGPL-3.0-or-later)
9577,oro/calendar-bundle,7.0.3,MIT,oro/platform-serialised-fields,7.0.1,OSL-3.0,STRONG_COPYLEFT,oro/calendar-bundle@7.0.3 (MIT) -> oro/platform@7.0.4 (MIT) -> oro/platform-serialised-fields@7.0.1 (OSL-3.0)
9616,winter/storm,v1.2.14,MIT,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,winter/storm@v1.2.14 (MIT) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
9619,faryshta/yii2-disable-submit-buttons,2.0.0,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,faryshta/yii2-disable-submit-buttons@2.0.0 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
9667,heptacom/shopware-platform-admin-open-auth,9.1.0,Apache-2.0,dompdf/dompdf,v3.1.6,LGPL-2.1,WEAK_COPYLEFT,heptacom/shopware-platform-admin-open-auth@9.1.0 (Apache-2.0) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1)
9667,heptacom/shopware-platform-admin-open-auth,9.1.0,Apache-2.0,dompdf/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,heptacom/shopware-platform-admin-open-auth@9.1.0 (Apache-2.0) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-font-lib@1.0.2 (LGPL-2.1-or-later)
9667,heptacom/shopware-platform-admin-open-auth,9.1.0,Apache-2.0,dompdf/php-svg-lib,1.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,heptacom/shopware-platform-admin-open-auth@9.1.0 (Apache-2.0) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-svg-lib@1.0.2 (LGPL-3.0-or-later)
9667,heptacom/shopware-platform-admin-open-auth,9.1.0,Apache-2.0,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,heptacom/shopware-platform-admin-open-auth@9.1.0 (Apache-2.0) -> shopware/core@v6.7.13.1 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
9667,heptacom/shopware-platform-admin-open-auth,9.1.0,Apache-2.0,smalot/pdfparser,v2.12.5,LGPL-3.0,STRONG_COPYLEFT,heptacom/shopware-platform-admin-open-auth@9.1.0 (Apache-2.0) -> shopware/core@v6.7.13.1 (MIT) -> horstoeko/zugferd@v1.0.130 (MIT) -> smalot/pdfparser@v2.12.5 (LGPL-3.0)
9667,heptacom/shopware-platform-admin-open-auth,9.1.0,Apache-2.0,setasign/tfpdf,v1.33,LGPL-2.1,WEAK_COPYLEFT,heptacom/shopware-platform-admin-open-auth@9.1.0 (Apache-2.0) -> shopware/core@v6.7.13.1 (MIT) -> setasign/tfpdf@v1.33 (LGPL-2.1)
9684,studio1902/statamic-peak-seo,v11.9.2,Unspecified,james-heinrich/getid3,v1.9.25,"GPL-1.0-or-later, LGPL-3.0-only",STRONG_COPYLEFT,"studio1902/statamic-peak-seo@v11.9.2 (None) -> statamic/cms@v6.30.0 (proprietary) -> james-heinrich/getid3@v1.9.25 (GPL-1.0-or-later, LGPL-3.0-only, MPL-2.0)"
9692,kop/yii2-scroll-pager,2.7.2,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,kop/yii2-scroll-pager@2.7.2 (MIT) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
9714,2amigos/yii2-date-picker-widget,1.0.7,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,2amigos/yii2-date-picker-widget@1.0.7 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
9729,shopware/production,v6.7.13.1,MIT,dompdf/dompdf,v3.1.6,LGPL-2.1,WEAK_COPYLEFT,shopware/production@v6.7.13.1 (MIT) -> shopware/administration@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1)
9729,shopware/production,v6.7.13.1,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,shopware/production@v6.7.13.1 (MIT) -> shopware/administration@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
9729,shopware/production,v6.7.13.1,MIT,setasign/tfpdf,v1.33,LGPL-2.1,WEAK_COPYLEFT,shopware/production@v6.7.13.1 (MIT) -> shopware/administration@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> setasign/tfpdf@v1.33 (LGPL-2.1)
9729,shopware/production,v6.7.13.1,MIT,dompdf/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,shopware/production@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-font-lib@1.0.2 (LGPL-2.1-or-later)
9729,shopware/production,v6.7.13.1,MIT,dompdf/php-svg-lib,1.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,shopware/production@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-svg-lib@1.0.2 (LGPL-3.0-or-later)
9729,shopware/production,v6.7.13.1,MIT,smalot/pdfparser,v2.12.5,LGPL-3.0,STRONG_COPYLEFT,shopware/production@v6.7.13.1 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> horstoeko/zugferd@v1.0.130 (MIT) -> smalot/pdfparser@v2.12.5 (LGPL-3.0)
9744,sylius/admin-api-bundle,v1.12.0,MIT,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,sylius/admin-api-bundle@v1.12.0 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0)
9744,sylius/admin-api-bundle,v1.12.0,MIT,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,sylius/admin-api-bundle@v1.12.0 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
9765,yii2tech/html2pdf,1.0.7,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yii2tech/html2pdf@1.0.7 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
9775,tig/postnl-magento2,1.26,CC-BY-NC-ND-3.0,tecnickcom/tc-lib-barcode,2.14.0,LGPL-3.0-or-later,STRONG_COPYLEFT,tig/postnl-magento2@1.26 (CC-BY-NC-ND-3.0) -> tecnickcom/tc-lib-barcode@2.14.0 (LGPL-3.0-or-later)
9775,tig/postnl-magento2,1.26,CC-BY-NC-ND-3.0,tecnickcom/tc-lib-color,3.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,tig/postnl-magento2@1.26 (CC-BY-NC-ND-3.0) -> tecnickcom/tc-lib-barcode@2.14.0 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-color@3.0.2 (LGPL-3.0-or-later)
9778,craftcms/feed-me,6.15.1,proprietary,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,craftcms/feed-me@6.15.1 (proprietary) -> craftcms/cms@5.10.14 (None) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
9778,craftcms/feed-me,6.15.1,proprietary,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,craftcms/feed-me@6.15.1 (proprietary) -> craftcms/cms@5.10.14 (None) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
9816,craftcms/aws-s3,2.3.2,MIT,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,craftcms/aws-s3@2.3.2 (MIT) -> craftcms/cms@5.10.14 (None) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
9816,craftcms/aws-s3,2.3.2,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,craftcms/aws-s3@2.3.2 (MIT) -> craftcms/cms@5.10.14 (None) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
9833,stefandoorn/google-tag-manager-plugin,v1.2.3,Unspecified,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,stefandoorn/google-tag-manager-plugin@v1.2.3 (None) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0)
9833,stefandoorn/google-tag-manager-plugin,v1.2.3,Unspecified,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,stefandoorn/google-tag-manager-plugin@v1.2.3 (None) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
9833,stefandoorn/google-tag-manager-plugin,v1.2.3,Unspecified,xynnn/google-tag-manager-bundle,4.1.0,LGPL-3.0-only,STRONG_COPYLEFT,stefandoorn/google-tag-manager-plugin@v1.2.3 (None) -> xynnn/google-tag-manager-bundle@4.1.0 (LGPL-3.0-only)
9839,yooper/php-text-analysis,1.9.2,MIT,joomla/string,4.0.0,GPL-2.0-or-later,STRONG_COPYLEFT,yooper/php-text-analysis@1.9.2 (MIT) -> wamania/php-stemmer@v4.0.0 (MIT) -> joomla/string@4.0.0 (GPL-2.0-or-later)
9861,thamtech/yii2-uuid,v1.2.2,Apache-2.0,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,thamtech/yii2-uuid@v1.2.2 (Apache-2.0) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
9862,sylius/test-application,v2.2.0-ALPHA.1,MIT,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,sylius/test-application@v2.2.0-ALPHA.1 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0)
9862,sylius/test-application,v2.2.0-ALPHA.1,MIT,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,sylius/test-application@v2.2.0-ALPHA.1 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
9896,pantheon-systems/pantheon-wp-coding-standards,3.0.2,MIT,phpcsstandards/phpcsextra,1.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,pantheon-systems/pantheon-wp-coding-standards@3.0.2 (MIT) -> automattic/vipwpcs@3.1.0 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later)
9896,pantheon-systems/pantheon-wp-coding-standards,3.0.2,MIT,phpcsstandards/phpcsutils,1.2.3,LGPL-3.0-or-later,STRONG_COPYLEFT,pantheon-systems/pantheon-wp-coding-standards@3.0.2 (MIT) -> automattic/vipwpcs@3.1.0 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later) -> phpcsstandards/phpcsutils@1.2.3 (LGPL-3.0-or-later)
9985,bitbag/cms-plugin,v4.4,MIT,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,bitbag/cms-plugin@v4.4 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0)
9985,bitbag/cms-plugin,v4.4,MIT,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,bitbag/cms-plugin@v4.4 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
